instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
9001,2012-01-15,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,72
1997,2011-03-29,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,4
1140,2011-02-20,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,2
1298,2011-02-27,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0,3
15440,2012-10-10,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,390
10738,2012-03-28,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,268
10386,2012-03-13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,351
15643,2012-10-18,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0,117
6965,2011-10-22,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0,220
2978,2011-05-08,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,50
7434,2011-11-11,4,0,11,8,1,5,0,1,0.3,0.2727,0.42,0.3582,258
3727,2011-06-09,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,6
9821,2012-02-19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,15
2880,2011-05-04,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,0.1642,150
10475,2012-03-17,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,686
5918,2011-09-09,3,0,9,2,0,5,1,2,0.62,0.5152,1,0.2537,8
14106,2012-08-15,3,1,8,22,0,3,1,1,0.7,0.6515,0.61,0.1642,226
4904,2011-07-28,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,27
3887,2011-06-15,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,330
10709,2012-03-27,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,286
3225,2011-05-19,2,0,5,6,0,4,1,2,0.5,0.4848,0.94,0,103
10086,2012-03-01,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,304
3938,2011-06-17,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,178
4950,2011-07-30,3,0,7,3,0,6,0,1,0.74,0.6818,0.62,0.1642,43
13819,2012-08-03,3,1,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,196
9978,2012-02-25,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,133
14046,2012-08-13,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0,199
15499,2012-10-12,4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,100
13624,2012-07-26,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,446
16796,2012-12-07,4,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,215
2129,2011-04-03,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,367
8132,2011-12-10,4,0,12,11,0,6,0,1,0.32,0.2879,0.53,0.4179,236
15844,2012-10-27,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,213
599,2011-01-28,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,0.1045,1
17293,2012-12-28,1,1,12,9,0,5,1,2,0.24,0.2121,0.6,0.2836,191
15278,2012-10-03,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0,810
1133,2011-02-19,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,44
12630,2012-06-15,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,216
11482,2012-04-28,2,1,4,14,0,6,0,1,0.42,0.4242,0.38,0.1045,440
6755,2011-10-14,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,39
12449,2012-06-07,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,313
13166,2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,277
4092,2011-06-24,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,231
53,2011-01-03,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,64
16242,2012-11-14,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,151
1315,2011-02-27,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,59
77,2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179
1457,2011-03-05,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,44
12344,2012-06-03,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,684
8779,2012-01-06,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,178
13579,2012-07-24,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,192
2809,2011-05-01,2,0,5,22,0,0,0,2,0.46,0.4545,0.82,0,100
15106,2012-09-26,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,277
9957,2012-02-24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,152
7768,2011-11-25,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,13
11209,2012-04-17,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,30
12900,2012-06-26,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,416
11429,2012-04-26,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,201
6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,456
1506,2011-03-08,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1
7783,2011-11-25,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0,85
5559,2011-08-24,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,235
680,2011-01-31,1,0,1,15,0,1,1,2,0.16,0.1818,0.59,0.1343,44
13950,2012-08-09,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.2239,205
11505,2012-04-29,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,595
10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,190
9250,2012-01-26,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,239
2093,2011-04-02,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,32
12922,2012-06-27,3,1,6,14,0,3,1,1,0.8,0.6818,0.24,0.3582,270
16875,2012-12-10,4,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.194,245
9557,2012-02-08,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0,1
10865,2012-04-02,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,329
10615,2012-03-23,2,1,3,9,0,5,1,2,0.52,0.5,0.9,0.0896,380
12154,2012-05-26,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,564
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,130
8074,2011-12-08,4,0,12,1,0,4,1,1,0.26,0.2273,0.81,0.3582,7
15716,2012-10-22,4,1,10,0,0,1,1,1,0.4,0.4091,0.62,0,31
16934,2012-12-13,4,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.194,679
6953,2011-10-22,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,57
16732,2012-12-04,4,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,181
7732,2011-11-23,4,0,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,145
10139,2012-03-03,1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,299
11608,2012-05-03,2,1,5,20,0,4,1,1,0.64,0.6061,0.73,0.194,420
8696,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,2
10170,2012-03-04,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,132
8006,2011-12-05,4,0,12,5,0,1,1,1,0.3,0.3182,0.87,0.1045,25
15426,2012-10-09,4,1,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,162
11961,2012-05-18,2,1,5,13,0,5,1,1,0.64,0.6212,0.36,0.1642,395
13901,2012-08-07,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,327
4811,2011-07-24,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,104
9248,2012-01-26,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,28
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,175
7481,2011-11-13,4,0,11,7,0,0,0,1,0.34,0.3182,0.66,0.2239,43
5893,2011-09-08,3,0,9,0,0,4,1,3,0.6,0.5,1,0.194,14
3009,2011-05-10,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,112
6078,2011-09-15,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,232
1991,2011-03-28,2,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,173
1391,2011-03-03,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,8
11002,2012-04-08,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,483
6330,2011-09-26,4,0,9,7,0,1,1,2,0.62,0.5455,0.94,0,332
16953,2012-12-14,4,1,12,3,0,5,1,1,0.2,0.2273,0.69,0.1045,12
2620,2011-04-24,2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,54
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,551
11348,2012-04-23,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,6
9272,2012-01-27,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,24
16154,2012-11-10,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,283
8484,2011-12-25,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0,4
10733,2012-03-28,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,358
1465,2011-03-06,1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,9
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,213
7215,2011-11-02,4,0,11,5,0,3,1,1,0.3,0.3333,0.81,0,27
16461,2012-11-23,4,1,11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,435
6761,2011-10-14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,94
14985,2012-09-21,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,421
3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,456
15764,2012-10-24,4,1,10,0,0,3,1,1,0.54,0.5152,0.73,0.0896,46
1636,2011-03-13,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,256
603,2011-01-28,1,0,1,8,0,5,1,2,0.16,0.197,0.86,0.0896,157
1790,2011-03-20,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,4
11207,2012-04-17,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,6
14700,2012-09-09,3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,701
2632,2011-04-24,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,441
10890,2012-04-03,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0,243
701,2011-02-01,1,0,2,13,0,2,1,2,0.2,0.2576,0.86,0,52
8012,2011-12-05,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,123
3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,6
11457,2012-04-27,2,1,4,13,0,5,1,1,0.46,0.4545,0.33,0.3881,306
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,259
13804,2012-08-03,3,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,668
5241,2011-08-11,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,106
9089,2012-01-19,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,119
15087,2012-09-25,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,539
2910,2011-05-06,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,9
13775,2012-08-02,3,1,8,3,0,4,1,1,0.66,0.6061,0.83,0,6
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,53
5944,2011-09-10,3,0,9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,7
15073,2012-09-25,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,47
6011,2011-09-13,3,0,9,0,0,2,1,1,0.6,0.5455,0.88,0.1045,26
11643,2012-05-05,2,1,5,7,0,6,0,1,0.56,0.5303,0.88,0,87
14329,2012-08-25,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,14
16681,2012-12-02,4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,174
2840,2011-05-03,2,0,5,5,0,2,1,1,0.52,0.5,0.88,0.1343,14
2511,2011-04-19,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,103
8518,2011-12-26,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,131
11158,2012-04-15,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,74
15093,2012-09-26,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,29
11531,2012-04-30,2,1,4,15,0,1,1,2,0.52,0.5,0.55,0.1045,231
14691,2012-09-09,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,70
3912,2011-06-16,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,188
7854,2011-11-28,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,156
16208,2012-11-13,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,5
2791,2011-05-01,2,0,5,4,0,0,0,1,0.4,0.4091,0.76,0.1045,17
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,72
4554,2011-07-13,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,46
17253,2012-12-26,1,1,12,17,0,3,1,3,0.26,0.2273,0.93,0.3582,53
6009,2011-09-12,3,0,9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,150
5882,2011-09-07,3,0,9,13,0,3,1,3,0.6,0.5455,0.88,0,11
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,6
8207,2011-12-13,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,134
12623,2012-06-15,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,5
1787,2011-03-20,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,12
11857,2012-05-14,2,1,5,5,0,1,1,2,0.54,0.5152,0.77,0.1642,26
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,547
17170,2012-12-23,1,1,12,4,0,0,0,1,0.2,0.2121,0.47,0.1343,4
11821,2012-05-12,2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.194,576
5552,2011-08-24,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,27
780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,46
9486,2012-02-05,1,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,17
4377,2011-07-06,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,121
4475,2011-07-10,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0,92
4887,2011-07-27,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,169
9808,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,427
15527,2012-10-14,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,28
12951,2012-06-28,3,1,6,19,0,4,1,1,0.84,0.7273,0.3,0.2985,571
91,2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35
17313,2012-12-29,1,1,12,5,0,6,0,2,0.24,0.2424,0.75,0.0896,3
7671,2011-11-21,4,0,11,5,0,1,1,2,0.44,0.4394,1,0,20
2058,2011-03-31,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,76
6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,167
4536,2011-07-12,3,0,7,21,0,2,1,1,0.82,0.7424,0.43,0.1045,258
8587,2011-12-29,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,131
12933,2012-06-28,3,1,6,1,0,4,1,1,0.66,0.6212,0.54,0,25
4167,2011-06-27,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0,170
13441,2012-07-19,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,40
7613,2011-11-18,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,190
4883,2011-07-27,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,433
13063,2012-07-03,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,217
16672,2012-12-02,4,1,12,10,0,0,0,2,0.3,0.3333,0.87,0,293
5833,2011-09-05,3,0,9,11,1,1,0,2,0.7,0.6667,0.74,0.1642,308
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,2
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,51
607,2011-01-28,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,0.1045,29
8258,2011-12-15,4,0,12,17,0,4,1,2,0.52,0.5,0.59,0.2836,324
14003,2012-08-11,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,562
1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,8
8079,2011-12-08,4,0,12,6,0,4,1,1,0.22,0.2121,0.55,0.2836,71
4978,2011-07-31,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,45
6165,2011-09-19,3,0,9,10,0,1,1,2,0.56,0.5303,0.64,0.1343,105
15224,2012-10-01,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,323
13562,2012-07-24,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,190
2919,2011-05-06,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,246
2421,2011-04-15,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,263
4289,2011-07-02,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0,392
6185,2011-09-20,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.194,114
17136,2012-12-21,1,1,12,18,0,5,1,2,0.26,0.2273,0.56,0.2985,243
5050,2011-08-03,3,0,8,7,0,3,1,2,0.74,0.6667,0.51,0.2239,271
10078,2012-02-29,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537,33
9974,2012-02-25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,216
5903,2011-09-08,3,0,9,11,0,4,1,2,0.64,0.5606,0.94,0.2239,98
4972,2011-07-31,3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,79
9979,2012-02-25,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,149
2339,2011-04-12,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,226
3473,2011-05-29,2,0,5,14,0,0,0,1,0.74,0.697,0.7,0.2836,351
1599,2011-03-12,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194,14
14888,2012-09-17,3,1,9,12,0,1,1,2,0.62,0.6061,0.69,0.194,295
5121,2011-08-06,3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,27
7491,2011-11-13,4,0,11,17,0,0,0,1,0.52,0.5,0.27,0.3284,231
2756,2011-04-29,2,0,4,17,0,5,1,2,0.52,0.5,0.45,0.3881,508
10039,2012-02-28,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,325
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,102
2090,2011-04-01,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,74
4316,2011-07-03,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,358
11260,2012-04-19,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,677
8761,2012-01-05,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0,177
16599,2012-11-29,4,1,11,9,0,4,1,1,0.24,0.2879,0.6,0,299
13044,2012-07-02,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,365
1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,86
13263,2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,633
4615,2011-07-16,3,0,7,4,0,6,0,1,0.6,0.5909,0.73,0.0896,16
5873,2011-09-07,3,0,9,4,0,3,1,3,0.56,0.5303,0.94,0.1642,4
3277,2011-05-21,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,323
16692,2012-12-03,4,1,12,6,0,1,1,1,0.36,0.3788,0.93,0,138
6326,2011-09-26,4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0,5
15518,2012-10-13,4,1,10,18,0,6,0,1,0.46,0.4545,0.44,0.1343,473
12347,2012-06-03,2,1,6,15,0,0,0,1,0.7,0.6364,0.34,0,644
13388,2012-07-17,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,53
4174,2011-06-27,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,396
823,2011-02-06,1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0,121
4695,2011-07-19,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,153
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,99
9917,2012-02-23,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,32
13361,2012-07-15,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,223
11247,2012-04-18,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,368
15146,2012-09-28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,138
2378,2011-04-13,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,62
3944,2011-06-18,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0,7
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,340
7648,2011-11-20,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,9
10960,2012-04-06,2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,412
7523,2011-11-15,4,0,11,1,0,2,1,1,0.56,0.5303,0.6,0.2985,10
3645,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,363
6882,2011-10-19,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,210
2281,2011-04-09,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,75
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,87
7415,2011-11-10,4,0,11,13,0,4,1,3,0.36,0.3333,0.81,0.3582,96
5676,2011-08-29,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,142
5885,2011-09-07,3,0,9,16,0,3,1,1,0.64,0.5758,0.89,0,144
10216,2012-03-06,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,446
8415,2011-12-22,1,0,12,6,0,4,1,1,0.36,0.3788,0.87,0,64
3346,2011-05-24,2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.194,314
14686,2012-09-09,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,96
3165,2011-05-16,2,0,5,18,0,1,1,3,0.58,0.5455,0.83,0.194,453
5512,2011-08-22,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,205
1664,2011-03-14,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,63
8306,2011-12-17,4,0,12,17,0,6,0,1,0.26,0.2576,0.48,0.2239,165
13919,2012-08-08,3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0,7
6386,2011-09-28,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,181
2898,2011-05-05,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,147
1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,145
11100,2012-04-12,2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,353
14948,2012-09-20,3,1,9,0,0,4,1,1,0.5,0.4848,0.63,0,58
1,2011-01-01,1,0,1,0,0,6,0,1,0.24,0.2879,0.81,0,16
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,248
7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,148
12310,2012-06-02,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0,41
6642,2011-10-09,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0,44
11778,2012-05-10,2,1,5,22,0,4,1,1,0.5,0.4848,0.42,0.1045,232
2589,2011-04-22,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,51
17065,2012-12-18,4,1,12,19,0,2,1,1,0.38,0.3939,0.46,0.3881,353
897,2011-02-09,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,84
1625,2011-03-13,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,3
2465,2011-04-17,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,361
11439,2012-04-26,2,1,4,19,0,4,1,2,0.54,0.5152,0.77,0.2239,464
11924,2012-05-17,2,1,5,0,0,4,1,1,0.6,0.5758,0.78,0.1343,79
14688,2012-09-09,3,1,9,4,0,0,0,1,0.52,0.5,0.77,0.2537,28
14560,2012-09-03,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,261
4331,2011-07-04,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,86
7165,2011-10-31,4,0,10,3,0,1,1,1,0.24,0.2576,0.87,0.1045,3
13178,2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,21
15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,0.4091,0.54,0.0896,255
16052,2012-11-06,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,248
11517,2012-04-30,2,1,4,1,0,1,1,1,0.42,0.4242,0.77,0.0896,24
100,2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0,191
15968,2012-11-03,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,108
3733,2011-06-09,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,94
5045,2011-08-03,3,0,8,2,0,3,1,2,0.78,0.7121,0.49,0.1642,11
2082,2011-04-01,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,87
12407,2012-06-06,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0,8
3196,2011-05-18,2,0,5,1,0,3,1,2,0.54,0.5152,0.88,0.2537,12
16602,2012-11-29,4,1,11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,236
5596,2011-08-26,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0,23
13651,2012-07-27,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0,189
17274,2012-12-27,1,1,12,14,0,4,1,2,0.26,0.2121,0.56,0.5224,119
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,130
14344,2012-08-25,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,241
3273,2011-05-21,2,0,5,6,0,6,0,1,0.5,0.4848,0.82,0.1343,28
